"type","date","location"
"住宅竊盜","1050401","新北市三重區"
"住宅竊盜","1050401","新北市中和區"
"住宅竊盜","1050401","新北市樹林區"
"汽車竊盜","1050401","新北市中和區"
"機車竊盜","1050401","新北市"
"機車竊盜","1050401","新北市"
"機車竊盜","1050401","新北市"
"機車竊盜","1050401","新北市"
"機車竊盜","1050401","新北市"
"機車竊盜","1050401","新北市"
"機車竊盜","1050401","新北市"
"機車竊盜","1050401","新北市"
"機車竊盜","1050401","新北市"
"機車竊盜","1050401","新北市中和區"
"機車竊盜","1050401","新北市汐止區"
"機車竊盜","1050401","新北市淡水區"
"機車竊盜","1050401","新北市樹林區"
"住宅竊盜","1050402","新北市中和區"
"住宅竊盜","1050402","新北市永和區"
"住宅竊盜","1050402","新北市新店區"
"住宅竊盜","1050402","新北市瑞芳區"
"機車竊盜","1050402","新北市"
"機車竊盜","1050402","新北市"
"機車竊盜","1050402","新北市中和區"
"機車竊盜","1050402","新北市汐止區"
"機車竊盜","1050402","新北市板橋區"
"機車竊盜","1050402","新北市新店區"
"住宅竊盜","1050403","新北市三重區"
"汽車竊盜","1050403","新北市三重區"
"機車竊盜","1050403","新北市"
"機車竊盜","1050403","新北市"
"機車竊盜","1050403","新北市永和區"
"住宅竊盜","1050404","新北市中和區"
"住宅竊盜","1050404","新北市永和區"
"住宅竊盜","1050404","新北市深坑區"
"住宅竊盜","1050404","新北市新莊區"
"機車竊盜","1050404","新北市"
"機車竊盜","1050404","新北市三峽區"
"機車竊盜","1050404","新北市中和區"
"機車竊盜","1050404","新北市泰山區"
"住宅竊盜","1050405","新北市土城區"
"住宅竊盜","1050405","新北市板橋區"
"住宅竊盜","1050405","新北市新莊區"
"住宅竊盜","1050405","新北市蘆洲區"
"汽車竊盜","1050405","新北市樹林區"
"機車竊盜","1050405","新北市"
"機車竊盜","1050405","新北市"
"機車竊盜","1050405","新北市"
"機車竊盜","1050405","新北市"
"機車竊盜","1050405","新北市"
"機車竊盜","1050405","新北市"
"機車竊盜","1050405","新北市"
"機車竊盜","1050405","新北市板橋區"
"機車竊盜","1050405","新北市板橋區"
"機車竊盜","1050405","新北市新店區"
"住宅竊盜","1050406","新北市板橋區"
"汽車竊盜","1050406","新北市三重區"
"機車竊盜","1050406","新北市"
"機車竊盜","1050406","新北市"
"機車竊盜","1050406","新北市"
"機車竊盜","1050406","新北市"
"住宅竊盜","1050407","新北市中和區"
"機車竊盜","1050407","新北市"
"機車竊盜","1050407","新北市"
"機車竊盜","1050407","新北市"
"機車竊盜","1050407","新北市"
"機車竊盜","1050407","新北市板橋區"
"機車竊盜","1050407","新北市新莊區"
"住宅竊盜","1050408","新北市土城區"
"住宅竊盜","1050408","新北市板橋區"
"住宅竊盜","1050408","新北市板橋區"
"住宅竊盜","1050408","新北市鶯歌區"
"汽車竊盜","1050408","新北市板橋區"
"機車竊盜","1050408","新北市"
"機車竊盜","1050408","新北市"
"機車竊盜","1050408","新北市三重區"
"機車竊盜","1050408","新北市中和區"
"機車竊盜","1050408","新北市中和區"
"機車竊盜","1050408","新北市板橋區"
"機車竊盜","1050408","新北市鶯歌區"
"機車竊盜","1050408","新北市鶯歌區"
"住宅竊盜","1050409","新北市三重區"
"住宅竊盜","1050409","新北市新莊區"
"汽車竊盜","1050409","新北市汐止區"
"機車竊盜","1050409","新北市"
"機車竊盜","1050409","新北市"
"機車竊盜","1050409","新北市"
"機車竊盜","1050409","新北市"
"機車竊盜","1050409","新北市"
"機車竊盜","1050409","新北市三重區"
"機車竊盜","1050409","新北市板橋區"
"住宅竊盜","1050410","新北市中和區"
"住宅竊盜","1050410","新北市中和區"
"機車竊盜","1050410","新北市"
"機車竊盜","1050410","新北市"
"機車竊盜","1050410","新北市"
"機車竊盜","1050410","新北市"
"機車竊盜","1050410","新北市三重區"
"機車竊盜","1050410","新北市永和區"
"機車竊盜","1050410","新北市汐止區"
"機車竊盜","1050410","新北市泰山區"
"機車竊盜","1050410","新北市新莊區"
"住宅竊盜","1050411","新北市三重區"
"住宅竊盜","1050411","新北市板橋區"
"住宅竊盜","1050411","新北市新莊區"
"汽車竊盜","1050411","新北市板橋區"
"機車竊盜","1050411","新北市"
"機車竊盜","1050411","新北市"
"機車竊盜","1050411","新北市"
"機車竊盜","1050411","新北市三重區"
"機車竊盜","1050411","新北市汐止區"
"機車竊盜","1050411","新北市板橋區"
"機車竊盜","1050411","新北市林口區"
"住宅竊盜","1050412","新北市永和區"
"住宅竊盜","1050412","新北市永和區"
"住宅竊盜","1050412","新北市蘆洲區"
"汽車竊盜","1050412","新北市三峽區"
"機車竊盜","1050412","新北市"
"機車竊盜","1050412","新北市"
"機車竊盜","1050412","新北市八里區"
"機車竊盜","1050412","新北市板橋區"
"機車竊盜","1050412","新北市淡水區"
"住宅竊盜","1050413","新北市永和區"
"住宅竊盜","1050413","新北市萬里區"
"汽車竊盜","1050413","新北市蘆洲區"
"機車竊盜","1050413","新北市"
"機車竊盜","1050413","新北市"
"機車竊盜","1050413","新北市"
"機車竊盜","1050413","新北市新莊區"
"住宅竊盜","1050414","新北市中和區"
"住宅竊盜","1050414","新北市板橋區"
"住宅竊盜","1050414","新北市新店區"
"機車竊盜","1050414","新北市"
"機車竊盜","1050414","新北市"
"機車竊盜","1050414","新北市"
"機車竊盜","1050414","新北市"
"機車竊盜","1050414","新北市"
"機車竊盜","1050414","新北市中和區"
"機車竊盜","1050414","新北市永和區"
"住宅竊盜","1050415","新北市土城區"
"住宅竊盜","1050415","新北市深坑區"
"汽車竊盜","1050415","新北市淡水區"
"汽車竊盜","1050415","新北市蘆洲區"
"機車竊盜","1050415","新北市"
"機車竊盜","1050415","新北市"
"住宅竊盜","1050416","新北市土城區"
"住宅竊盜","1050416","新北市中和區"
"住宅竊盜","1050416","新北市中和區"
"住宅竊盜","1050416","新北市板橋區"
"住宅竊盜","1050416","新北市板橋區"
"住宅竊盜","1050416","新北市板橋區"
"住宅竊盜","1050416","新北市新莊區"
"汽車竊盜","1050416","新北市土城區"
"機車竊盜","1050416","新北市"
"機車竊盜","1050416","新北市"
"機車竊盜","1050416","新北市"
"機車竊盜","1050416","新北市新莊區"
"機車竊盜","1050416","新北市鶯歌區"
"住宅竊盜","1050417","新北市板橋區"
"汽車竊盜","1050417","新北市三芝區"
"機車竊盜","1050417","新北市"
"機車竊盜","1050417","新北市"
"機車竊盜","1050417","新北市"
"機車竊盜","1050417","新北市"
"機車竊盜","1050417","新北市中和區"
"機車竊盜","1050417","新北市泰山區"
"機車竊盜","1050417","新北市鶯歌區"
"機車竊盜","1050417","新北市鶯歌區"
"住宅竊盜","1050418","新北市三重區"
"住宅竊盜","1050418","新北市板橋區"
"住宅竊盜","1050418","新北市新店區"
"機車竊盜","1050418","新北市"
"機車竊盜","1050418","新北市"
"機車竊盜","1050418","新北市"
"機車竊盜","1050418","新北市"
"機車竊盜","1050418","新北市"
"機車竊盜","1050418","新北市"
"機車竊盜","1050418","新北市"
"機車竊盜","1050418","新北市"
"機車竊盜","1050418","新北市"
"機車竊盜","1050418","新北市樹林區"
"汽車竊盜","1050419","新北市八里區"
"汽車竊盜","1050419","新北市新莊區"
"機車竊盜","1050419","新北市"
"機車竊盜","1050419","新北市"
"機車竊盜","1050419","新北市泰山區"
"機車竊盜","1050419","新北市新莊區"
"住宅竊盜","1050420","新北市板橋區"
"住宅竊盜","1050420","新北市板橋區"
"機車竊盜","1050420","新北市"
"機車竊盜","1050420","新北市"
"機車竊盜","1050420","新北市"
"機車竊盜","1050420","新北市"
"機車竊盜","1050420","新北市"
"機車竊盜","1050420","新北市中和區"
"機車竊盜","1050420","新北市汐止區"
"機車竊盜","1050420","新北市板橋區"
"機車竊盜","1050420","新北市新莊區"
"機車竊盜","1050420","新北市蘆洲區"
"住宅竊盜","1050421","新北市三重區"
"住宅竊盜","1050421","新北市三重區"
"住宅竊盜","1050421","新北市樹林區"
"汽車竊盜","1050421","新北市樹林區"
"機車竊盜","1050421","新北市"
"機車竊盜","1050421","新北市"
"機車竊盜","1050421","新北市"
"機車竊盜","1050421","新北市"
"機車竊盜","1050421","新北市土城區"
"機車竊盜","1050421","新北市鶯歌區"
"機車竊盜","1050421","新北市鶯歌區"
"住宅竊盜","1050422","新北市永和區"
"住宅竊盜","1050422","新北市板橋區"
"住宅竊盜","1050422","新北市新莊區"
"汽車竊盜","1050422","新北市三重區"
"汽車竊盜","1050422","新北市鶯歌區"
"汽車竊盜","1050422","新北市鶯歌區"
"機車竊盜","1050422","新北市"
"機車竊盜","1050422","新北市三重區"
"機車竊盜","1050422","新北市三重區"
"機車竊盜","1050422","新北市板橋區"
"機車竊盜","1050422","新北市淡水區"
"機車竊盜","1050422","新北市新店區"
"汽車竊盜","1050423","新北市蘆洲區"
"機車竊盜","1050423","新北市"
"機車竊盜","1050423","新北市"
"機車竊盜","1050423","新北市"
"機車竊盜","1050423","新北市三重區"
"機車竊盜","1050423","新北市新莊區"
"住宅竊盜","1050424","新北市中和區"
"住宅竊盜","1050424","新北市淡水區"
"機車竊盜","1050424","新北市"
"機車竊盜","1050424","新北市"
"機車竊盜","1050424","新北市"
"機車竊盜","1050424","新北市土城區"
"機車竊盜","1050424","新北市中和區"
"機車竊盜","1050424","新北市泰山區"
"機車竊盜","1050424","新北市新店區"
"機車竊盜","1050424","新北市新店區"
"住宅竊盜","1050425","新北市土城區"
"住宅竊盜","1050425","新北市永和區"
"住宅竊盜","1050425","新北市板橋區"
"住宅竊盜","1050425","新北市板橋區"
"住宅竊盜","1050425","新北市樹林區"
"汽車竊盜","1050425","新北市林口區"
"汽車竊盜","1050425","新北市鶯歌區"
"機車竊盜","1050425","新北市"
"機車竊盜","1050425","新北市"
"機車竊盜","1050425","新北市"
"機車竊盜","1050425","新北市"
"機車竊盜","1050425","新北市"
"機車竊盜","1050425","新北市"
"機車竊盜","1050425","新北市中和區"
"機車竊盜","1050425","新北市板橋區"
"機車竊盜","1050425","新北市泰山區"
"機車竊盜","1050425","新北市鶯歌區"
"住宅竊盜","1050426","新北市永和區"
"住宅竊盜","1050426","新北市板橋區"
"住宅竊盜","1050426","新北市淡水區"
"汽車竊盜","1050426","新北市板橋區"
"機車竊盜","1050426","新北市"
"機車竊盜","1050426","新北市"
"機車竊盜","1050426","新北市中和區"
"機車竊盜","1050426","新北市永和區"
"機車竊盜","1050426","新北市貢寮區"
"自行車竊盜","1050427","新北市蘆洲區"
"住宅竊盜","1050427","新北市金山區"
"住宅竊盜","1050427","新北市金山區"
"汽車竊盜","1050427","新北市新莊區"
"機車竊盜","1050427","新北市"
"機車竊盜","1050427","新北市"
"機車竊盜","1050427","新北市中和區"
"機車竊盜","1050427","新北市板橋區"
"機車竊盜","1050427","新北市泰山區"
"機車竊盜","1050427","新北市鶯歌區"
"住宅竊盜","1050428","新北市汐止區"
"住宅竊盜","1050428","新北市樹林區"
"汽車竊盜","1050428","新北市土城區"
"汽車竊盜","1050428","新北市中和區"
"汽車竊盜","1050428","新北市林口區"
"汽車竊盜","1050428","新北市淡水區"
"機車竊盜","1050428","新北市"
"機車竊盜","1050428","新北市"
"機車竊盜","1050428","新北市"
"機車竊盜","1050428","新北市"
"機車竊盜","1050428","新北市"
"機車竊盜","1050428","新北市林口區"
"機車竊盜","1050428","新北市淡水區"
"機車竊盜","1050428","新北市淡水區"
"機車竊盜","1050428","新北市淡水區"
"機車竊盜","1050428","新北市鶯歌區"
"住宅竊盜","1050429","新北市板橋區"
"汽車竊盜","1050429","新北市八里區"
"汽車竊盜","1050429","新北市新莊區"
"機車竊盜","1050429","新北市"
"機車竊盜","1050429","新北市"
"機車竊盜","1050429","新北市"
"機車竊盜","1050429","新北市三重區"
"機車竊盜","1050429","新北市林口區"
"機車竊盜","1050429","新北市新莊區"
"住宅竊盜","1050430","新北市三重區"
"住宅竊盜","1050430","新北市土城區"
"住宅竊盜","1050430","新北市蘆洲區"
"機車竊盜","1050430","新北市"
"機車竊盜","1050430","新北市"
"機車竊盜","1050430","新北市"
"住宅竊盜","1050501","新北市中和區"
"住宅竊盜","1050501","新北市樹林區"
"汽車竊盜","1050501","新北市三重區"
"汽車竊盜","1050501","新北市新店區"
"機車竊盜","1050501","新北市"
"機車竊盜","1050501","新北市"
"機車竊盜","1050501","新北市"
"機車竊盜","1050501","新北市"
"機車竊盜","1050501","新北市八里區"
"機車竊盜","1050501","新北市中和區"
"機車竊盜","1050501","新北市五股區"
"機車竊盜","1050501","新北市新莊區"
"住宅竊盜","1050502","新北市樹林區"
"汽車竊盜","1050502","新北市新店區"
"機車竊盜","1050502","新北市"
"機車竊盜","1050502","新北市"
"機車竊盜","1050502","新北市三峽區"
"機車竊盜","1050502","新北市永和區"
"住宅竊盜","1050503","新北市汐止區"
"汽車竊盜","1050503","新北市淡水區"
"機車竊盜","1050503","新北市"
"機車竊盜","1050503","新北市"
"機車竊盜","1050503","新北市"
"機車竊盜","1050503","新北市"
"機車竊盜","1050503","新北市"
"機車竊盜","1050503","新北市"
"機車竊盜","1050503","新北市三重區"
"機車竊盜","1050503","新北市汐止區"
"機車竊盜","1050503","新北市板橋區"
"機車竊盜","1050503","新北市鶯歌區"
"住宅竊盜","1050504","新北市中和區"
"住宅竊盜","1050504","新北市新店區"
"住宅竊盜","1050504","新北市蘆洲區"
"機車竊盜","1050504","新北市"
"機車竊盜","1050504","新北市"
"機車竊盜","1050504","新北市"
"機車竊盜","1050504","新北市"
"機車竊盜","1050504","新北市汐止區"
"機車竊盜","1050504","新北市新莊區"
"機車竊盜","1050504","新北市蘆洲區"
"住宅竊盜","1050505","新北市土城區"
"住宅竊盜","1050505","新北市板橋區"
"汽車竊盜","1050505","新北市五股區"
"機車竊盜","1050505","新北市"
"機車竊盜","1050505","新北市"
"機車竊盜","1050505","新北市"
"機車竊盜","1050505","新北市"
"機車竊盜","1050505","新北市新莊區"
"機車竊盜","1050505","新北市樹林區"
"機車竊盜","1050505","新北市鶯歌區"
"汽車竊盜","1050506","新北市中和區"
"汽車竊盜","1050506","新北市樹林區"
"汽車竊盜","1050506","新北市鶯歌區"
"機車竊盜","1050506","新北市"
"機車竊盜","1050506","新北市三重區"
"機車竊盜","1050506","新北市三重區"
"機車竊盜","1050506","新北市土城區"
"機車竊盜","1050506","新北市中和區"
"機車竊盜","1050506","新北市中和區"
"機車竊盜","1050506","新北市樹林區"
"汽車竊盜","1050507","新北市蘆洲區"
"機車竊盜","1050507","新北市"
"機車竊盜","1050507","新北市"
"機車竊盜","1050507","新北市"
"機車竊盜","1050507","新北市三重區"
"機車竊盜","1050507","新北市新莊區"
"住宅竊盜","1050508","新北市汐止區"
"住宅竊盜","1050508","新北市新店區"
"機車竊盜","1050508","新北市"
"機車竊盜","1050508","新北市"
"機車竊盜","1050508","新北市"
"機車竊盜","1050508","新北市"
"機車竊盜","1050508","新北市"
"機車竊盜","1050508","新北市土城區"
"機車竊盜","1050508","新北市中和區"
"機車竊盜","1050508","新北市中和區"
"機車竊盜","1050508","新北市中和區"
"機車竊盜","1050508","新北市樹林區"
"住宅竊盜","1050509","新北市中和區"
"汽車竊盜","1050509","新北市板橋區"
"汽車竊盜","1050509","新北市林口區"
"機車竊盜","1050509","新北市"
"機車竊盜","1050509","新北市三重區"
"機車竊盜","1050509","新北市土城區"
"機車竊盜","1050509","新北市中和區"
"機車竊盜","1050509","新北市板橋區"
"住宅竊盜","1050510","新北市板橋區"
"住宅竊盜","1050510","新北市板橋區"
"汽車竊盜","1050510","新北市樹林區"
"汽車竊盜","1050510","新北市樹林區"
"機車竊盜","1050510","新北市"
"機車竊盜","1050510","新北市"
"機車竊盜","1050510","新北市三重區"
"機車竊盜","1050510","新北市汐止區"
"機車竊盜","1050510","新北市淡水區"
"機車竊盜","1050510","新北市新莊區"
"機車竊盜","1050510","新北市新莊區"
"住宅竊盜","1050511","新北市汐止區"
"住宅竊盜","1050511","新北市金山區"
"住宅竊盜","1050511","新北市泰山區"
"機車竊盜","1050511","新北市"
"機車竊盜","1050511","新北市"
"機車竊盜","1050511","新北市土城區"
"機車竊盜","1050511","新北市板橋區"
"機車竊盜","1050511","新北市樹林區"
"住宅竊盜","1050512","新北市永和區"
"機車竊盜","1050512","新北市"
"機車竊盜","1050512","新北市"
"機車竊盜","1050512","新北市"
"機車竊盜","1050512","新北市"
"機車竊盜","1050512","新北市中和區"
"機車竊盜","1050512","新北市中和區"
"機車竊盜","1050512","新北市新莊區"
"汽車竊盜","1050513","新北市新店區"
"機車竊盜","1050513","新北市"
"機車竊盜","1050513","新北市"
"機車竊盜","1050513","新北市"
"機車竊盜","1050513","新北市土城區"
"住宅竊盜","1050514","新北市新店區"
"汽車竊盜","1050514","新北市淡水區"
"機車竊盜","1050514","新北市"
"機車竊盜","1050514","新北市"
"機車竊盜","1050514","新北市"
"機車竊盜","1050514","新北市"
"機車竊盜","1050514","新北市"
"機車竊盜","1050514","新北市"
"機車竊盜","1050514","新北市林口區"
"機車竊盜","1050514","新北市新莊區"
"住宅竊盜","1050515","新北市中和區"
"汽車竊盜","1050515","新北市土城區"
"機車竊盜","1050515","新北市"
"機車竊盜","1050515","新北市"
"機車竊盜","1050515","新北市"
"機車竊盜","1050515","新北市"
"機車竊盜","1050515","新北市"
"機車竊盜","1050515","新北市"
"機車竊盜","1050515","新北市"
"機車竊盜","1050515","新北市三峽區"
"機車竊盜","1050515","新北市中和區"
"機車竊盜","1050515","新北市樹林區"
"住宅竊盜","1050516","新北市三重區"
"住宅竊盜","1050516","新北市中和區"
"汽車竊盜","1050516","新北市汐止區"
"機車竊盜","1050516","新北市"
"機車竊盜","1050516","新北市"
"機車竊盜","1050516","新北市泰山區"
"住宅竊盜","1050517","新北市三重區"
"汽車竊盜","1050517","新北市淡水區"
"汽車竊盜","1050517","新北市樹林區"
"機車竊盜","1050517","新北市"
"機車竊盜","1050517","新北市"
"機車竊盜","1050517","新北市"
"機車竊盜","1050517","新北市三峽區"
"機車竊盜","1050517","新北市三峽區"
"機車竊盜","1050517","新北市板橋區"
"機車竊盜","1050517","新北市蘆洲區"
"機車竊盜","1050517","新北市鶯歌區"
"汽車竊盜","1050518","新北市三重區"
"機車竊盜","1050518","新北市"
"機車竊盜","1050518","新北市"
"機車竊盜","1050518","新北市"
"機車竊盜","1050518","新北市中和區"
"機車竊盜","1050518","新北市中和區"
"機車竊盜","1050518","新北市新莊區"
"機車竊盜","1050518","新北市蘆洲區"
"住宅竊盜","1050519","新北市雙溪區"
"汽車竊盜","1050519","新北市板橋區"
"汽車竊盜","1050519","新北市林口區"
"機車竊盜","1050519","新北市"
"機車竊盜","1050519","新北市"
"機車竊盜","1050519","新北市"
"機車竊盜","1050519","新北市三重區"
"機車竊盜","1050519","新北市三峽區"
"機車竊盜","1050519","新北市中和區"
"機車竊盜","1050519","新北市板橋區"
"住宅竊盜","1050520","新北市新莊區"
"機車竊盜","1050520","新北市"
"機車竊盜","1050520","新北市五股區"
"住宅竊盜","1050521","新北市深坑區"
"機車竊盜","1050521","新北市"
"機車竊盜","1050521","新北市"
"機車竊盜","1050521","新北市"
"機車竊盜","1050521","新北市"
"機車竊盜","1050521","新北市"
"機車竊盜","1050521","新北市"
"機車竊盜","1050521","新北市中和區"
"機車竊盜","1050521","新北市永和區"
"機車竊盜","1050521","新北市汐止區"
"機車竊盜","1050521","新北市板橋區"
"機車竊盜","1050521","新北市淡水區"
"住宅竊盜","1050522","新北市三重區"
"住宅竊盜","1050522","新北市中和區"
"住宅竊盜","1050522","新北市五股區"
"機車竊盜","1050522","新北市"
"機車竊盜","1050522","新北市三重區"
"機車竊盜","1050522","新北市淡水區"
"機車竊盜","1050522","新北市新莊區"
"住宅竊盜","1050523","新北市中和區"
"住宅竊盜","1050523","新北市新莊區"
"汽車竊盜","1050523","新北市五股區"
"機車竊盜","1050523","新北市"
"機車竊盜","1050523","新北市"
"機車竊盜","1050523","新北市"
"機車竊盜","1050523","新北市"
"機車竊盜","1050523","新北市三峽區"
"機車竊盜","1050523","新北市中和區"
"機車竊盜","1050523","新北市新莊區"
"機車竊盜","1050523","新北市新莊區"
"機車竊盜","1050523","新北市新莊區"
"住宅竊盜","1050524","新北市中和區"
"汽車竊盜","1050524","新北市汐止區"
"機車竊盜","1050524","新北市"
"機車竊盜","1050524","新北市"
"機車竊盜","1050524","新北市"
"機車竊盜","1050524","新北市萬里區"
"機車竊盜","1050524","新北市鶯歌區"
"機車竊盜","1050524","新北市鶯歌區"
"住宅竊盜","1050525","新北市中和區"
"汽車竊盜","1050525","新北市八里區"
"機車竊盜","1050525","新北市"
"機車竊盜","1050525","新北市"
"機車竊盜","1050525","新北市"
"機車竊盜","1050525","新北市"
"機車竊盜","1050525","新北市中和區"
"機車竊盜","1050525","新北市永和區"
"機車竊盜","1050525","新北市汐止區"
"住宅竊盜","1050526","新北市中和區"
"住宅竊盜","1050526","新北市板橋區"
"機車竊盜","1050526","新北市"
"機車竊盜","1050526","新北市"
"機車竊盜","1050526","新北市"
"機車竊盜","1050526","新北市"
"機車竊盜","1050526","新北市三重區"
"機車竊盜","1050526","新北市汐止區"
"機車竊盜","1050526","新北市萬里區"
"住宅竊盜","1050527","新北市汐止區"
"汽車竊盜","1050527","新北市中和區"
"汽車竊盜","1050527","新北市新莊區"
"機車竊盜","1050527","新北市"
"機車竊盜","1050527","新北市"
"機車竊盜","1050527","新北市三峽區"
"機車竊盜","1050527","新北市板橋區"
"機車竊盜","1050527","新北市板橋區"
"機車竊盜","1050527","新北市鶯歌區"
"住宅竊盜","1050528","新北市板橋區"
"住宅竊盜","1050528","新北市新店區"
"機車竊盜","1050528","新北市"
"機車竊盜","1050528","新北市"
"機車竊盜","1050528","新北市"
"機車竊盜","1050528","新北市"
"機車竊盜","1050528","新北市三重區"
"機車竊盜","1050528","新北市中和區"
"機車竊盜","1050528","新北市板橋區"
"機車竊盜","1050528","新北市淡水區"
"機車竊盜","1050529","新北市"
"機車竊盜","1050529","新北市"
"機車竊盜","1050529","新北市"
"機車竊盜","1050529","新北市"
"機車竊盜","1050529","新北市中和區"
"機車竊盜","1050529","新北市中和區"
"機車竊盜","1050529","新北市中和區"
"機車竊盜","1050529","新北市板橋區"
"機車竊盜","1050529","新北市樹林區"
"住宅竊盜","1050530","新北市中和區"
"住宅竊盜","1050530","新北市板橋區"
"機車竊盜","1050530","新北市"
"機車竊盜","1050530","新北市"
"機車竊盜","1050530","新北市"
"機車竊盜","1050530","新北市"
"住宅竊盜","1050531","新北市林口區"
"汽車竊盜","1050531","新北市淡水區"
"汽車竊盜","1050531","新北市瑞芳區"
"機車竊盜","1050531","新北市"
"機車竊盜","1050531","新北市"
"機車竊盜","1050531","新北市"
"機車竊盜","1050531","新北市"
"機車竊盜","1050531","新北市"
"機車竊盜","1050531","新北市"
"機車竊盜","1050531","新北市"
"機車竊盜","1050531","新北市汐止區"
"機車竊盜","1050531","新北市板橋區"
"住宅竊盜","1050601","新北市中和區"
"住宅竊盜","1050601","新北市中和區"
"機車竊盜","1050601","新北市"
"機車竊盜","1050601","新北市"
"機車竊盜","1050601","新北市"
"機車竊盜","1050601","新北市三重區"
"機車竊盜","1050601","新北市汐止區"
"機車竊盜","1050601","新北市新莊區"
"汽車竊盜","1050602","新北市新莊區"
"汽車竊盜","1050602","新北市蘆洲區"
"機車竊盜","1050602","新北市"
"機車竊盜","1050602","新北市"
"機車竊盜","1050602","新北市"
"機車竊盜","1050602","新北市三峽區"
"住宅竊盜","1050603","新北市中和區"
"汽車竊盜","1050603","新北市三芝區"
"汽車竊盜","1050603","新北市三重區"
"汽車竊盜","1050603","新北市五股區"
"汽車竊盜","1050603","新北市林口區"
"機車竊盜","1050603","新北市"
"機車竊盜","1050603","新北市"
"機車竊盜","1050603","新北市"
"機車竊盜","1050603","新北市"
"機車竊盜","1050603","新北市"
"機車竊盜","1050603","新北市"
"機車竊盜","1050603","新北市中和區"
"機車竊盜","1050603","新北市永和區"
"住宅竊盜","1050604","新北市新莊區"
"汽車竊盜","1050604","新北市汐止區"
"汽車竊盜","1050604","新北市鶯歌區"
"機車竊盜","1050604","新北市"
"機車竊盜","1050604","新北市"
"機車竊盜","1050604","新北市三峽區"
"機車竊盜","1050604","新北市新莊區"
"機車竊盜","1050604","新北市蘆洲區"
"住宅竊盜","1050605","新北市三重區"
"機車竊盜","1050605","新北市"
"機車竊盜","1050605","新北市"
"機車竊盜","1050605","新北市"
"機車竊盜","1050605","新北市"
"機車竊盜","1050605","新北市"
"機車竊盜","1050605","新北市"
"機車竊盜","1050605","新北市"
"機車竊盜","1050605","新北市"
"機車竊盜","1050605","新北市"
"機車竊盜","1050605","新北市"
"機車竊盜","1050605","新北市三重區"
"機車竊盜","1050605","新北市三重區"
"機車竊盜","1050605","新北市中和區"
"機車竊盜","1050605","新北市永和區"
"機車竊盜","1050605","新北市樹林區"
"機車竊盜","1050606","新北市"
"機車竊盜","1050606","新北市"
"機車竊盜","1050606","新北市"
"機車竊盜","1050606","新北市"
"機車竊盜","1050606","新北市三峽區"
"機車竊盜","1050606","新北市永和區"
"機車竊盜","1050606","新北市淡水區"
"住宅竊盜","1050607","新北市板橋區"
"機車竊盜","1050607","新北市"
"機車竊盜","1050607","新北市"
"機車竊盜","1050607","新北市"
"機車竊盜","1050607","新北市三峽區"
"機車竊盜","1050607","新北市中和區"
"機車竊盜","1050607","新北市樹林區"
"住宅竊盜","1050608","新北市新莊區"
"住宅竊盜","1050608","新北市新莊區"
"機車竊盜","1050608","新北市"
"機車竊盜","1050608","新北市"
"機車竊盜","1050608","新北市"
"機車竊盜","1050608","新北市"
"機車竊盜","1050608","新北市"
"機車竊盜","1050608","新北市"
"機車竊盜","1050608","新北市"
"機車竊盜","1050608","新北市板橋區"
"住宅竊盜","1050609","新北市中和區"
"住宅竊盜","1050609","新北市板橋區"
"機車竊盜","1050609","新北市"
"機車竊盜","1050609","新北市"
"機車竊盜","1050609","新北市"
"機車竊盜","1050609","新北市"
"機車竊盜","1050609","新北市"
"機車竊盜","1050609","新北市"
"機車竊盜","1050609","新北市汐止區"
"機車竊盜","1050609","新北市泰山區"
"機車竊盜","1050610","新北市"
"機車竊盜","1050610","新北市"
"機車竊盜","1050610","新北市"
"機車竊盜","1050610","新北市"
"機車竊盜","1050610","新北市"
"機車竊盜","1050610","新北市"
"機車竊盜","1050610","新北市"
"機車竊盜","1050610","新北市中和區"
"機車竊盜","1050610","新北市中和區"
"機車竊盜","1050610","新北市汐止區"
"機車竊盜","1050610","新北市板橋區"
"機車竊盜","1050610","新北市新莊區"
"住宅竊盜","1050611","新北市土城區"
"住宅竊盜","1050611","新北市樹林區"
"汽車竊盜","1050611","新北市三重區"
"機車竊盜","1050611","新北市"
"機車竊盜","1050611","新北市"
"機車竊盜","1050611","新北市"
"機車竊盜","1050611","新北市八里區"
"機車竊盜","1050611","新北市中和區"
"機車竊盜","1050611","新北市板橋區"
"機車竊盜","1050611","新北市板橋區"
"住宅竊盜","1050612","新北市永和區"
"住宅竊盜","1050612","新北市萬里區"
"汽車竊盜","1050612","新北市中和區"
"機車竊盜","1050612","新北市"
"機車竊盜","1050612","新北市"
"機車竊盜","1050612","新北市"
"機車竊盜","1050612","新北市"
"機車竊盜","1050612","新北市"
"機車竊盜","1050612","新北市"
"機車竊盜","1050612","新北市三重區"
"機車竊盜","1050612","新北市平溪區"
"機車竊盜","1050612","新北市板橋區"
"機車竊盜","1050612","新北市新莊區"
"機車竊盜","1050612","新北市鶯歌區"
"住宅竊盜","1050613","新北市中和區"
"住宅竊盜","1050613","新北市樹林區"
"機車竊盜","1050613","新北市"
"機車竊盜","1050613","新北市"
"機車竊盜","1050613","新北市"
"機車竊盜","1050613","新北市"
"機車竊盜","1050613","新北市"
"機車竊盜","1050613","新北市"
"機車竊盜","1050613","新北市"
